Gene stable ID,Gene stable ID version,Gene start (bp),Gene end (bp),Chromosome/scaffold name,Gene name,Mouse gene stable ID,Mouse gene name,Mouse chromosome/scaffold name,Mouse chromosome/scaffold start (bp),Mouse chromosome/scaffold end (bp),Mouse homology type,"Mouse orthology confidence [0 low, 1 high]",Mouse Whole-genome alignment coverage
ENSG00000143624,ENSG00000143624.14,153728050,153774808,1,INTS3,ENSMUSG00000027933,Ints3,3,90391388,90433622,ortholog_one2one,1,100.00
ENSG00000143554,ENSG00000143554.14,153774354,153780157,1,SLC27A3,ENSMUSG00000027932,Slc27a3,3,90385239,90389938,ortholog_one2one,1,100.00
ENSG00000143614,ENSG00000143614.10,153789030,153923360,1,GATAD2B,ENSMUSG00000042390,Gatad2b,3,90293178,90363407,ortholog_one2one,1,100.00
ENSG00000198837,ENSG00000198837.10,153929501,153946718,1,DENND4B,ENSMUSG00000042404,Dennd4b,3,90265185,90280669,ortholog_one2one,1,100.00
ENSG00000160741,ENSG00000160741.17,153947669,153958615,1,CRTC2,ENSMUSG00000027936,Crtc2,3,90254163,90264125,ortholog_one2one,1,100.00
ENSG00000143570,ENSG00000143570.19,153959099,153968184,1,SLC39A1,ENSMUSG00000052310,Slc39a1,3,90248172,90253612,ortholog_one2one,1,100.00
ENSG00000285779,ENSG00000285779.1,153959151,153975887,1,AL358472.7,ENSMUSG00000027937,Jtb,3,90231597,90235838,ortholog_one2many,0,69.70
ENSG00000143578,ENSG00000143578.16,153967534,153974361,1,CREB3L4,ENSMUSG00000027938,Creb3l4,3,90237500,90243512,ortholog_one2one,1,100.00
ENSG00000143543,ENSG00000143543.15,153974269,153977674,1,JTB,ENSMUSG00000027937,Jtb,3,90231597,90235838,ortholog_one2many,1,100.00
ENSG00000285641,ENSG00000285641.1,153975850,153986246,1,AL358472.6,ENSMUSG00000027935,Rab13,3,90213695,90226385,ortholog_one2many,1,100.00
ENSG00000143545,ENSG00000143545.10,153981617,153986358,1,RAB13,ENSMUSG00000027935,Rab13,3,90213695,90226385,ortholog_one2many,1,100.00
ENSG00000177954,ENSG00000177954.14,153990762,153992155,1,RPS27,ENSMUSG00000050621,Rps27rt,9,114982366,114982739,ortholog_one2one,0,0.00
ENSG00000143552,ENSG00000143552.9,153992685,154155116,1,NUP210L,ENSMUSG00000027939,Nup210l,3,90104132,90212048,ortholog_one2one,1,100.00
ENSG00000163263,ENSG00000163263.7,154199085,154206333,1,C1orf189,ENSMUSG00000118506,1700094D03Rik,3,90062796,90068347,ortholog_one2one,1,100.00
ENSG00000143612,ENSG00000143612.21,154206696,154220637,1,C1orf43,ENSMUSG00000027942,4933434E20Rik,3,90051636,90063341,ortholog_one2many,1,100.00
ENSG00000143612,ENSG00000143612.21,154206696,154220637,1,C1orf43,ENSMUSG00000118504,4933434E20Rik,3,90052904,90066069,ortholog_one2many,1,100.00
ENSG00000143569,ENSG00000143569.19,154220179,154271510,1,UBAP2L,ENSMUSG00000042520,Ubap2l,3,90000140,90052628,ortholog_one2one,1,100.00
ENSG00000201129,ENSG00000201129.1,154259727,154259862,1,SNORA58B,ENSMUSG00000077569,Gm24608,3,90010595,90010730,ortholog_one2one,1,
ENSG00000143575,ENSG00000143575.15,154272589,154275875,1,HAX1,ENSMUSG00000027944,Hax1,3,89995446,89998780,ortholog_one2one,1,100.00
ENSG00000252682,ENSG00000252682.1,154288460,154288527,1,AL354980.1,ENSMUSG00000093245,Gm50449,10,128085289,128085360,ortholog_one2many,1,
ENSG00000212292,ENSG00000212292.1,154295503,154295601,1,RNU6-239P,ENSMUSG00000098486,Gm27385,2,139588227,139588330,ortholog_one2many,0,
ENSG00000222457,ENSG00000222457.1,154297650,154297748,1,RNU6-121P,ENSMUSG00000098486,Gm27385,2,139588227,139588330,ortholog_one2many,0,
ENSG00000143515,ENSG00000143515.18,154325553,154351304,1,ATP8B2,ENSMUSG00000060671,Atp8b2,3,89939481,89963508,ortholog_one2one,1,100.00
ENSG00000160712,ENSG00000160712.13,154405193,154469450,1,IL6R,ENSMUSG00000027947,Il6ra,3,89864059,89913196,ortholog_one2one,1,96.57
ENSG00000169291,ENSG00000169291.10,154469772,154502412,1,SHE,ENSMUSG00000046280,She,3,89831370,89858834,ortholog_one2one,1,100.00
ENSG00000160714,ENSG00000160714.10,154548577,154559028,1,UBE2Q1,ENSMUSG00000042572,Ube2q1,3,89773616,89784000,ortholog_one2one,1,100.00
ENSG00000160716,ENSG00000160716.6,154567778,154580013,1,CHRNB2,ENSMUSG00000027950,Chrnb2,3,89746195,89764632,ortholog_one2one,1,100.00
ENSG00000160710,ENSG00000160710.17,154582057,154628013,1,ADAR,ENSMUSG00000027951,Adar,3,89715022,89753446,ortholog_one2one,1,98.40
ENSG00000143603,ENSG00000143603.19,154697455,154870281,1,KCNN3,ENSMUSG00000000794,Kcnn3,3,89520164,89675132,ortholog_one2one,1,100.00
ENSG00000163344,ENSG00000163344.6,154924740,154936719,1,PMVK,ENSMUSG00000027952,Pmvk,3,89454541,89469013,ortholog_one2one,1,100.00
ENSG00000163346,ENSG00000163346.17,154944076,154956123,1,PBXIP1,ENSMUSG00000042613,Pbxip1,3,89436706,89450952,ortholog_one2one,1,100.00
ENSG00000163348,ENSG00000163348.4,154957026,154963853,1,PYGO2,ENSMUSG00000047824,Pygo2,3,89430214,89435128,ortholog_one2one,1,100.00
ENSG00000160691,ENSG00000160691.19,154962298,154974395,1,SHC1,ENSMUSG00000042626,Shc1,3,89418443,89430027,ortholog_one2one,1,100.00
ENSG00000173207,ENSG00000173207.13,154974653,154979251,1,CKS1B,ENSMUSG00000028044,Cks1b,3,89415472,89418383,ortholog_one2one,1,100.00
ENSG00000160688,ENSG00000160688.19,154983338,154993111,1,FLAD1,ENSMUSG00000042642,Flad1,3,89401004,89411870,ortholog_one2one,1,100.00
ENSG00000163352,ENSG00000163352.5,154993586,154994315,1,LENEP,ENSMUSG00000078173,Lenep,3,89400988,89402793,ortholog_one2one,1,100.00
ENSG00000160685,ENSG00000160685.13,155002630,155018522,1,ZBTB7B,ENSMUSG00000028042,Zbtb7b,3,89377644,89394776,ortholog_one2one,1,100.00
ENSG00000163354,ENSG00000163354.15,155018520,155033781,1,DCST2,ENSMUSG00000109293,Dcst2,3,89361975,89377549,ortholog_one2one,1,100.00
ENSG00000163357,ENSG00000163357.11,155033824,155050930,1,DCST1,ENSMUSG00000042672,Dcst1,3,89350219,89365253,ortholog_one2one,1,100.00
ENSG00000143537,ENSG00000143537.14,155050566,155062775,1,ADAM15,ENSMUSG00000028041,Adam15,3,89338542,89349996,ortholog_one2one,1,100.00
ENSG00000243364,ENSG00000243364.8,155063737,155069553,1,EFNA4,ENSMUSG00000028040,Efna4,3,89333390,89338028,ortholog_one2one,1,100.00
ENSG00000143590,ENSG00000143590.14,155078837,155087538,1,EFNA3,ENSMUSG00000028039,Efna3,3,89313899,89322965,ortholog_one2one,1,100.00
ENSG00000169242,ENSG00000169242.12,155127876,155134899,1,EFNA1,ENSMUSG00000027954,Efna1,3,89271733,89281142,ortholog_one2one,1,100.00
ENSG00000169241,ENSG00000169241.19,155135344,155138857,1,SLC50A1,ENSMUSG00000027953,Slc50a1,3,89268246,89270570,ortholog_one2one,1,100.00
ENSG00000179085,ENSG00000179085.8,155139891,155140595,1,DPM3,ENSMUSG00000042737,Dpm3,3,89259358,89267079,ortholog_one2one,1,94.23
ENSG00000163463,ENSG00000163463.13,155169408,155173475,1,KRTCAP2,ENSMUSG00000042747,Krtcap2,3,89245966,89249906,ortholog_one2one,1,100.00
ENSG00000163462,ENSG00000163462.18,155173787,155184971,1,TRIM46,ENSMUSG00000042766,Trim46,3,89234177,89246309,ortholog_one2one,1,100.00
ENSG00000185499,ENSG00000185499.16,155185824,155192916,1,MUC1,ENSMUSG00000042784,Muc1,3,89229057,89233381,ortholog_one2many,0,99.93
ENSG00000169231,ENSG00000169231.13,155195588,155209051,1,THBS3,ENSMUSG00000028047,Thbs3,3,89215180,89226837,ortholog_one2one,1,100.00
ENSG00000173171,ENSG00000173171.14,155208699,155213824,1,MTX1,ENSMUSG00000064068,Mtx1,3,89209081,89227088,ortholog_one2one,1,100.00
ENSG00000177628,ENSG00000177628.16,155234452,155244699,1,GBA,ENSMUSG00000028048,Gba,3,89202928,89208966,ortholog_one2one,1,100.00
ENSG00000160767,ENSG00000160767.21,155247205,155255483,1,FAM189B,ENSMUSG00000032657,Fam189b,3,89183143,89189295,ortholog_one2one,1,100.00
ENSG00000116521,ENSG00000116521.11,155255979,155262430,1,SCAMP3,ENSMUSG00000028049,Scamp3,3,89177473,89182765,ortholog_one2one,1,100.00
ENSG00000176444,ENSG00000176444.19,155262868,155278491,1,CLK2,ENSMUSG00000068917,Clk2,3,89164795,89176921,ortholog_one2one,1,100.00
ENSG00000143630,ENSG00000143630.10,155277463,155289848,1,HCN3,ENSMUSG00000028051,Hcn3,3,89146074,89160196,ortholog_one2one,1,100.00
ENSG00000143627,ENSG00000143627.19,155289293,155301438,1,PKLR,ENSMUSG00000041237,Pklr,3,89136142,89146784,ortholog_one2one,1,100.00
ENSG00000160752,ENSG00000160752.15,155308748,155320666,1,FDPS,ENSMUSG00000059743,Fdps,3,89093588,89101959,ortholog_one2one,1,100.00
ENSG00000160753,ENSG00000160753.16,155320894,155331114,1,RUSC1,ENSMUSG00000041263,Rusc1,3,89083981,89093311,ortholog_one2one,1,100.00
ENSG00000116539,ENSG00000116539.13,155335268,155562807,1,ASH1L,ENSMUSG00000028053,Ash1l,3,88950622,89079375,ortholog_one2one,1,100.00
ENSG00000207144,ENSG00000207144.1,155419397,155419500,1,RNU6-1297P,ENSMUSG00000087832,Gm23958,X,138422715,138422819,ortholog_one2many,0,
ENSG00000125459,ENSG00000125459.17,155610205,155614951,1,MSTO1,ENSMUSG00000068922,Msto1,3,88905107,88913999,ortholog_one2one,1,100.00
ENSG00000163374,ENSG00000163374.19,155659443,155689000,1,YY1AP1,ENSMUSG00000054199,Gon4l,3,88835231,88910103,ortholog_one2many,0,61.18
ENSG00000132676,ENSG00000132676.16,155687960,155739010,1,DAP3,ENSMUSG00000068921,Dap3,3,88920803,88951181,ortholog_one2one,1,100.00
ENSG00000116580,ENSG00000116580.18,155749662,155859400,1,GON4L,ENSMUSG00000054199,Gon4l,3,88835231,88910103,ortholog_one2many,1,92.81
ENSG00000132718,ENSG00000132718.9,155859567,155885199,1,SYT11,ENSMUSG00000068923,Syt11,3,88744700,88775164,ortholog_one2one,1,100.00
ENSG00000143622,ENSG00000143622.11,155897808,155911404,1,RIT1,ENSMUSG00000028057,Rit1,3,88716838,88731049,ortholog_one2one,1,100.00
ENSG00000132680,ENSG00000132680.11,155913045,155934413,1,KHDC4,ENSMUSG00000028060,Khdc4,3,88685803,88712924,ortholog_one2one,1,100.00
ENSG00000280466,ENSG00000280466.1,155925958,155926085,1,SCARNA4,ENSMUSG00000087990,Gm25058,11,11913621,11913748,ortholog_many2many,1,
ENSG00000280466,ENSG00000280466.1,155925958,155926085,1,SCARNA4,ENSMUSG00000105448,Gm25820,3,88693930,88694057,ortholog_many2many,1,
ENSG00000280466,ENSG00000280466.1,155925958,155926085,1,SCARNA4,ENSMUSG00000106307,Gm23370,1,127331812,127331941,ortholog_many2many,1,
ENSG00000280466,ENSG00000280466.1,155925958,155926085,1,SCARNA4,ENSMUSG00000087716,Gm25825,X,121308217,121308340,ortholog_many2many,1,
ENSG00000280466,ENSG00000280466.1,155925958,155926085,1,SCARNA4,ENSMUSG00000088777,Gm26039,5,92429785,92429928,ortholog_many2many,1,
ENSG00000280466,ENSG00000280466.1,155925958,155926085,1,SCARNA4,ENSMUSG00000105400,Gm22897,5,4985111,4985238,ortholog_many2many,1,
ENSG00000280466,ENSG00000280466.1,155925958,155926085,1,SCARNA4,ENSMUSG00000105120,Gm26413,11,116163910,116164036,ortholog_many2many,1,
ENSG00000280466,ENSG00000280466.1,155925958,155926085,1,SCARNA4,ENSMUSG00000105886,Gm22813,2,106809335,106809458,ortholog_many2many,1,
ENSG00000281394,ENSG00000281394.1,155925958,155926086,1,SCARNA4,ENSMUSG00000087990,Gm25058,11,11913621,11913748,ortholog_many2many,1,
ENSG00000281394,ENSG00000281394.1,155925958,155926086,1,SCARNA4,ENSMUSG00000105448,Gm25820,3,88693930,88694057,ortholog_many2many,1,
ENSG00000281394,ENSG00000281394.1,155925958,155926086,1,SCARNA4,ENSMUSG00000106307,Gm23370,1,127331812,127331941,ortholog_many2many,1,
ENSG00000281394,ENSG00000281394.1,155925958,155926086,1,SCARNA4,ENSMUSG00000087716,Gm25825,X,121308217,121308340,ortholog_many2many,1,
ENSG00000281394,ENSG00000281394.1,155925958,155926086,1,SCARNA4,ENSMUSG00000088777,Gm26039,5,92429785,92429928,ortholog_many2many,1,
ENSG00000281394,ENSG00000281394.1,155925958,155926086,1,SCARNA4,ENSMUSG00000105400,Gm22897,5,4985111,4985238,ortholog_many2many,1,
ENSG00000281394,ENSG00000281394.1,155925958,155926086,1,SCARNA4,ENSMUSG00000105120,Gm26413,11,116163910,116164036,ortholog_many2many,1,
ENSG00000281394,ENSG00000281394.1,155925958,155926086,1,SCARNA4,ENSMUSG00000105886,Gm22813,2,106809335,106809458,ortholog_many2many,1,
ENSG00000173080,ENSG00000173080.6,155941638,155943087,1,RXFP4,ENSMUSG00000049741,Rxfp4,3,88651898,88653142,ortholog_one2one,1,100.00
ENSG00000116584,ENSG00000116584.20,155946851,156007070,1,ARHGEF2,ENSMUSG00000028059,Arhgef2,3,88605966,88648052,ortholog_one2one,1,100.00
ENSG00000163479,ENSG00000163479.14,156009048,156020951,1,SSR2,ENSMUSG00000041355,Ssr2,3,88575876,88588419,ortholog_one2one,1,100.00
ENSG00000160803,ENSG00000160803.8,156035299,156053798,1,UBQLN4,ENSMUSG00000008604,Ubqln4,3,88553758,88569725,ortholog_one2one,1,100.00
ENSG00000116586,ENSG00000116586.12,156054782,156058506,1,LAMTOR2,ENSMUSG00000028062,Lamtor2,3,88549819,88553074,ortholog_one2one,1,100.00
ENSG00000132698,ENSG00000132698.15,156061160,156070504,1,RAB25,ENSMUSG00000008601,Rab25,3,88542029,88548300,ortholog_one2one,1,100.00
ENSG00000254726,ENSG00000254726.3,156072013,156082465,1,MEX3A,ENSMUSG00000074480,Mex3a,3,88532395,88541396,ortholog_one2one,1,100.00
ENSG00000160789,ENSG00000160789.21,156082573,156140089,1,LMNA,ENSMUSG00000028063,Lmna,3,88480147,88509956,ortholog_one2one,1,100.00
ENSG00000196189,ENSG00000196189.13,156147366,156177752,1,SEMA4A,ENSMUSG00000028064,Sema4a,3,88435959,88461182,ortholog_one2one,1,100.00
ENSG00000160785,ENSG00000160785.13,156193932,156212796,1,SLC25A44,ENSMUSG00000050144,Slc25a44,3,88410498,88425139,ortholog_one2one,1,100.00
ENSG00000160783,ENSG00000160783.19,156212993,156240042,1,PMF1,ENSMUSG00000028066,Pmf1,3,88394143,88410331,ortholog_one2one,1,92.70
ENSG00000242252,ENSG00000242252.2,156242184,156243317,1,BGLAP,ENSMUSG00000074483,Bglap,3,88383501,88384464,ortholog_one2many,1,0.00
ENSG00000242252,ENSG00000242252.2,156242184,156243317,1,BGLAP,ENSMUSG00000074486,Bglap2,3,88377736,88378699,ortholog_one2many,1,100.00
ENSG00000242252,ENSG00000242252.2,156242184,156243317,1,BGLAP,ENSMUSG00000074489,Bglap3,3,88368616,88372743,ortholog_one2many,1,0.00
ENSG00000160781,ENSG00000160781.17,156243320,156248117,1,PAQR6,ENSMUSG00000041423,Paqr6,3,88364584,88368541,ortholog_one2one,0,83.12
ENSG00000198952,ENSG00000198952.8,156249224,156282825,1,SMG5,ENSMUSG00000001415,Smg5,3,88336260,88362338,ortholog_one2one,1,100.00
ENSG00000163472,ENSG00000163472.19,156282935,156293185,1,TMEM79,ENSMUSG00000001420,Tmem79,3,88328655,88336148,ortholog_one2one,1,100.00
ENSG00000198715,ENSG00000198715.13,156290089,156295689,1,GLMP,ENSMUSG00000001418,Glmp,3,88325023,88331313,ortholog_one2one,1,100.00
ENSG00000189030,ENSG00000189030.10,156298624,156299307,1,VHLL,ENSMUSG00000033933,Vhl,6,113623959,113631633,ortholog_one2one,0,0.00
ENSG00000163468,ENSG00000163468.15,156308968,156367873,1,CCT3,ENSMUSG00000001416,Cct3,3,88297116,88321767,ortholog_one2one,1,100.00
ENSG00000163467,ENSG00000163467.12,156337314,156346995,1,TSACC,ENSMUSG00000010538,Tsacc,3,88282757,88296999,ortholog_one2one,1,100.00
ENSG00000132677,ENSG00000132677.13,156369211,156385219,1,RHBG,ENSMUSG00000103766,Gm38392,3,88243380,88287210,ortholog_one2many,1,96.22
ENSG00000132677,ENSG00000132677.13,156369211,156385219,1,RHBG,ENSMUSG00000104445,Rhbg,3,88242874,88254709,ortholog_one2many,1,100.00
ENSG00000207933,ENSG00000207933.3,156420341,156420429,1,MIR9-1,ENSMUSG00000106493,Mir9-1,3,88215598,88215686,ortholog_one2one,1,
ENSG00000116604,ENSG00000116604.18,156463727,156500779,1,MEF2D,ENSMUSG00000001419,Mef2d,3,88142372,88172086,ortholog_one2one,1,100.00
ENSG00000183856,ENSG00000183856.11,156525405,156572604,1,IQGAP3,ENSMUSG00000028068,Iqgap3,3,88081971,88121048,ortholog_one2one,1,100.00
ENSG00000187862,ENSG00000187862.12,156579727,156586770,1,TTC24,ENSMUSG00000051036,Ttc24,3,88069410,88078304,ortholog_one2one,0,100.00
ENSG00000163382,ENSG00000163382.12,156591762,156594299,1,NAXE,ENSMUSG00000028070,Naxe,3,88056520,88058495,ortholog_one2one,1,100.00
ENSG00000160818,ENSG00000160818.17,156594301,156601496,1,GPATCH4,ENSMUSG00000028069,Gpatch4,3,88043108,88055993,ortholog_one2one,1,100.00
ENSG00000132702,ENSG00000132702.13,156619331,156625725,1,HAPLN2,ENSMUSG00000004894,Hapln2,3,88021750,88027583,ortholog_one2one,1,100.00
ENSG00000132692,ENSG00000132692.19,156641390,156659532,1,BCAN,ENSMUSG00000004892,Bcan,3,87987531,88000230,ortholog_one2one,1,100.00
ENSG00000132688,ENSG00000132688.11,156668763,156677407,1,NES,ENSMUSG00000004891,Nes,3,87971078,87980451,ortholog_one2one,1,94.79
ENSG00000143320,ENSG00000143320.9,156699606,156705816,1,CRABP2,ENSMUSG00000004885,Crabp2,3,87948666,87953376,ortholog_one2one,1,100.00
ENSG00000143319,ENSG00000143319.17,156721891,156728766,1,ISG20L2,ENSMUSG00000048039,Isg20l2,3,87930314,87940686,ortholog_one2one,1,100.00
ENSG00000143303,ENSG00000143303.12,156728442,156736960,1,RRNAD1,ENSMUSG00000004896,Rrnad1,3,87922601,87930717,ortholog_one2one,1,100.00
ENSG00000143314,ENSG00000143314.12,156737303,156741590,1,MRPL24,ENSMUSG00000019710,Mrpl24,3,87919506,87923672,ortholog_one2one,1,100.00
ENSG00000143321,ENSG00000143321.19,156742109,156766925,1,HDGF,ENSMUSG00000004897,Hdgf,3,87906321,87916132,ortholog_one2one,1,94.19
ENSG00000143294,ENSG00000143294.15,156750610,156800815,1,PRCC,ENSMUSG00000004895,Prcc,3,87858903,87885608,ortholog_one2one,1,100.00
ENSG00000027869,ENSG00000027869.12,156806243,156816848,1,SH2D2A,ENSMUSG00000028071,Sh2d2a,3,87846755,87855722,ortholog_one2one,1,99.34
ENSG00000198400,ENSG00000198400.12,156815640,156881850,1,NTRK1,ENSMUSG00000028072,Ntrk1,3,87778244,87795162,ortholog_one2one,1,100.00
ENSG00000027644,ENSG00000027644.5,156840063,156859117,1,INSRR,ENSMUSG00000005640,Insrr,3,87796951,87816101,ortholog_one2one,1,100.00
ENSG00000187800,ENSG00000187800.13,156893698,156916434,1,PEAR1,ENSMUSG00000028073,Pear1,3,87747890,87824306,ortholog_one2one,1,100.00
ENSG00000160838,ENSG00000160838.14,156920632,156933094,1,LRRC71,ENSMUSG00000023084,Lrrc71,3,87736923,87748625,ortholog_one2one,1,100.00
ENSG00000132694,ENSG00000132694.19,156934840,157045742,1,ARHGEF11,ENSMUSG00000041977,Arhgef11,3,87617559,87738034,ortholog_one2one,1,100.00
ENSG00000253831,ENSG00000253831.3,157092043,157112412,1,ETV3L,ENSMUSG00000118505,ETV3L,3,87550099,87561109,ortholog_one2one,1,100.00
ENSG00000117036,ENSG00000117036.12,157121191,157138474,1,ETV3,ENSMUSG00000003382,Etv3,3,87525407,87540156,ortholog_one2one,1,100.00
ENSG00000143297,ENSG00000143297.19,157513377,157552515,1,FCRL5,ENSMUSG00000048031,Fcrl5,3,87435773,87500678,ortholog_one2one,0,87.56
ENSG00000132704,ENSG00000132704.16,157745733,157777132,1,FCRL2,ENSMUSG00000015852,Fcrls,3,87250758,87263738,ortholog_one2one,0,74.04
ENSG00000163534,ENSG00000163534.15,157794403,157820120,1,FCRL1,ENSMUSG00000059994,Fcrl1,3,87376387,87402934,ortholog_one2one,0,88.83
ENSG00000073754,ENSG00000073754.6,157830911,157898256,1,CD5L,ENSMUSG00000015854,Cd5l,3,87357881,87371073,ortholog_one2one,1,100.00
ENSG00000183853,ENSG00000183853.18,157993273,158100262,1,KIRREL1,ENSMUSG00000041734,Kirrel,3,87078593,87174747,ortholog_one2one,1,100.00
ENSG00000158473,ENSG00000158473.8,158178030,158186427,1,CD1D,ENSMUSG00000041750,Cd1d2,3,86986551,86989780,ortholog_one2many,0,2.59
ENSG00000158473,ENSG00000158473.8,158178030,158186427,1,CD1D,ENSMUSG00000028076,Cd1d1,3,86995834,86999441,ortholog_one2many,1,100.00
ENSG00000197532,ENSG00000197532.2,158544550,158554405,1,OR6Y1,ENSMUSG00000051509,Olfr414,1,174424064,174434747,ortholog_one2one,1,0.00
ENSG00000186440,ENSG00000186440.2,158560606,158570580,1,OR6P1,ENSMUSG00000066671,Olfr220,1,174442082,174451277,ortholog_one2one,1,0.00
ENSG00000279111,ENSG00000279111.2,158578919,158579899,1,OR10X1,ENSMUSG00000066672,Olfr417,1,174365122,174374472,ortholog_one2many,1,0.00
ENSG00000279111,ENSG00000279111.2,158578919,158579899,1,OR10X1,ENSMUSG00000059503,Olfr248,1,174391046,174392055,ortholog_one2many,1,100.00
ENSG00000198967,ENSG00000198967.4,158605268,158612514,1,OR10Z1,ENSMUSG00000050788,Olfr419,1,174248514,174252061,ortholog_one2one,1,100.00
ENSG00000163554,ENSG00000163554.15,158610704,158686715,1,SPTA1,ENSMUSG00000026532,Spta1,1,174172776,174248450,ortholog_one2one,1,100.00
ENSG00000196171,ENSG00000196171.3,158699678,158700652,1,OR6K2,ENSMUSG00000055033,Olfr420,1,174155633,174162195,ortholog_one2one,1,100.00
ENSG00000203757,ENSG00000203757.2,158716327,158720720,1,OR6K3,ENSMUSG00000051528,Olfr424,1,174131517,174138257,ortholog_one2one,1,0.00
ENSG00000197403,ENSG00000197403.4,158747814,158772195,1,OR6N1,ENSMUSG00000049528,Olfr429,1,174084331,174091343,ortholog_one2one,1,100.00
ENSG00000180433,ENSG00000180433.5,158754720,158755891,1,OR6K6,ENSMUSG00000046486,Olfr231,1,174113211,174121162,ortholog_one2one,1,100.00
ENSG00000188340,ENSG00000188340.2,158774222,158781204,1,OR6N2,ENSMUSG00000050134,Olfr430,1,174066605,174072273,ortholog_one2one,1,100.00
ENSG00000163563,ENSG00000163563.8,158831351,158849506,1,MNDA,ENSMUSG00000090272,Mndal,1,173849126,173880881,ortholog_one2many,0,8.87
ENSG00000163563,ENSG00000163563.8,158831351,158849506,1,MNDA,ENSMUSG00000054203,Ifi205,1,174011998,174031810,ortholog_one2many,0,100.00
ENSG00000163563,ENSG00000163563.8,158831351,158849506,1,MNDA,ENSMUSG00000026536,Ifi211,1,173896345,173913046,ortholog_one2many,0,0.91
ENSG00000163563,ENSG00000163563.8,158831351,158849506,1,MNDA,ENSMUSG00000073489,Ifi204,1,173747293,173766943,ortholog_one2many,0,1.14
ENSG00000163564,ENSG00000163564.15,158930796,158977059,1,PYHIN1,ENSMUSG00000073491,Ifi213,1,173566283,173599274,ortholog_many2many,0,0.00
ENSG00000163564,ENSG00000163564.15,158930796,158977059,1,PYHIN1,ENSMUSG00000070501,Ifi214,1,173519717,173535957,ortholog_many2many,0,0.00
ENSG00000163564,ENSG00000163564.15,158930796,158977059,1,PYHIN1,ENSMUSG00000066677,Ifi208,1,173673675,173698395,ortholog_many2many,0,2.54
ENSG00000163565,ENSG00000163565.18,158999968,159055155,1,IFI16,ENSMUSG00000073491,Ifi213,1,173566283,173599274,ortholog_many2many,0,1.12
ENSG00000163565,ENSG00000163565.18,158999968,159055155,1,IFI16,ENSMUSG00000070501,Ifi214,1,173519717,173535957,ortholog_many2many,0,1.75
ENSG00000163565,ENSG00000163565.18,158999968,159055155,1,IFI16,ENSMUSG00000066677,Ifi208,1,173673675,173698395,ortholog_many2many,0,0.00
ENSG00000163568,ENSG00000163568.15,159062484,159147096,1,AIM2,ENSMUSG00000037860,Aim2,1,173350879,173466040,ortholog_one2one,1,97.26
ENSG00000162706,ENSG00000162706.13,159171609,159203313,1,CADM3,ENSMUSG00000005338,Cadm3,1,173333258,173367695,ortholog_one2one,1,100.00
ENSG00000213088,ENSG00000213088.12,159203307,159206500,1,ACKR1,ENSMUSG00000037872,Ackr1,1,173331886,173333750,ortholog_one2one,1,100.00
